MainText,Phishing,Label,CleanText
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS] ",14.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsecurefundhubcom order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 thank cooperation sincerely irs
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline:",14.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsecurefundhubcom order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline
"Postal Notice. The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please click on the link to confirm your address https://usps.uspskkc.com (Please reply with Y, click on the link or copy the link to open it in Chrome browser) RCS message",5.0,smish,postal notice package arrived warehouse delivered due incomplete address information please click link confirm address httpsuspsuspskkccom please reply click link copy link open chrome browser rcs message
CANCELLATION: Confirm your delivery details by 11/07 to avoid cancellation of your fully paid order gpnmxqy.com/D1GN3RBE,0.0,ham,cancellation confirm delivery details 1107 avoid cancellation fully paid order gpnmxqycomd1gn3rbe
"[I.R.S] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]",14.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsecurefundhubcom order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 thank cooperation sincerely irs
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]",14.0,smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsecurefundhubcom order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 thank cooperation sincerely irs
NavyFederal^gb9f.pq9:For your protection we have placed a hold on your account.visit https://colegioina.edu.pe/nfcu/ to verify.,10.0,smish,navyfederalgb9fpq9for protection placed hold accountvisit httpscolegioinaedupenfcu verify
"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps.mytrackr-uspcex.shop (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",7.0,smish,usps package arrived warehouse could delivered due incomplete address information please confirm address link httpsuspsmytrackruspcexshop please reply exit text message open activate link copy link open safari browser usps team wishes wonderful day
"POST-OFFICE No one was in to sign for (100764773GB), use Rebook.Collection-35.com to rebook a new slot.",0.0,ham,postoffice one sign 100764773gb use rebookcollection35com rebook new slot
SYSTEM FAILURE: (3) Extremely malicious files have accessed your data. Delete files NOW to keep your data hlkdved.com/JZeAgzn5,0.0,ham,system failure 3 extremely malicious files accessed data delete files keep data hlkdvedcomjzeagzn5
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023.  https://irs.gov.direct-capitals.com (Please reply 'y', then exit the",15.0,smish,irs receive tax refund 57300 process due incomplete personal information order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 15 2023 httpsirsgovdirectcapitalscom please reply exit
